T/s,I_se/nA,Type
13.88333333,19.6548,$\mathit{I}_\mathrm{PE}$
13.9,19.6315,$\mathit{I}_\mathrm{PE}$
13.91666667,19.6826,$\mathit{I}_\mathrm{PE}$
13.93333333,19.4177,$\mathit{I}_\mathrm{PE}$
13.95,20.1804,$\mathit{I}_\mathrm{PE}$
13.96666667,19.8054,$\mathit{I}_\mathrm{PE}$
13.98333333,19.8368,$\mathit{I}_\mathrm{PE}$
14,20.8462,$\mathit{I}_\mathrm{PE}$
14.01666667,21.0194,$\mathit{I}_\mathrm{PE}$
14.03333333,21.2312,$\mathit{I}_\mathrm{PE}$
14.05,20.5855,$\mathit{I}_\mathrm{PE}$
14.06666667,21.0879,$\mathit{I}_\mathrm{PE}$
14.08333333,20.9961,$\mathit{I}_\mathrm{PE}$
14.1,21.2657,$\mathit{I}_\mathrm{PE}$
14.11666667,21.8228,$\mathit{I}_\mathrm{PE}$
14.13333333,22.0982,$\mathit{I}_\mathrm{PE}$
14.15,21.5268,$\mathit{I}_\mathrm{PE}$
14.16666667,22.0482,$\mathit{I}_\mathrm{PE}$
14.18333333,22.1307,$\mathit{I}_\mathrm{PE}$
14.2,22.7779,$\mathit{I}_\mathrm{PE}$
14.21666667,22.137,$\mathit{I}_\mathrm{PE}$
14.23333333,22.4385,$\mathit{I}_\mathrm{PE}$
14.25,22.5519,$\mathit{I}_\mathrm{PE}$
14.26666667,23.0745,$\mathit{I}_\mathrm{PE}$
14.28333333,23.4552,$\mathit{I}_\mathrm{PE}$
14.3,23.4335,$\mathit{I}_\mathrm{PE}$
14.31666667,23.8808,$\mathit{I}_\mathrm{PE}$
14.33333333,24.73,$\mathit{I}_\mathrm{PE}$
14.35,24.7875,$\mathit{I}_\mathrm{PE}$
14.36666667,25.5953,$\mathit{I}_\mathrm{PE}$
14.38333333,25.6481,$\mathit{I}_\mathrm{PE}$
14.4,27.1736,$\mathit{I}_\mathrm{PE}$
14.41666667,27.1257,$\mathit{I}_\mathrm{PE}$
14.43333333,27.5138,$\mathit{I}_\mathrm{PE}$
14.45,28.1054,$\mathit{I}_\mathrm{PE}$
14.46666667,28.5333,$\mathit{I}_\mathrm{PE}$
14.48333333,29.5876,$\mathit{I}_\mathrm{PE}$
14.5,29.3556,$\mathit{I}_\mathrm{PE}$
14.51666667,30.3751,$\mathit{I}_\mathrm{PE}$
14.53333333,30.3476,$\mathit{I}_\mathrm{PE}$
14.55,29.8887,$\mathit{I}_\mathrm{PE}$
14.56666667,29.9904,$\mathit{I}_\mathrm{PE}$
14.58333333,29.9899,$\mathit{I}_\mathrm{PE}$
14.6,30.8041,$\mathit{I}_\mathrm{PE}$
14.61666667,30.5969,$\mathit{I}_\mathrm{PE}$
14.63333333,30.2395,$\mathit{I}_\mathrm{PE}$
14.65,29.8738,$\mathit{I}_\mathrm{PE}$
14.66666667,31.0551,$\mathit{I}_\mathrm{PE}$
14.68333333,30.1398,$\mathit{I}_\mathrm{PE}$
14.7,30.1267,$\mathit{I}_\mathrm{PE}$
14.71666667,30.7745,$\mathit{I}_\mathrm{PE}$
14.73333333,30.1005,$\mathit{I}_\mathrm{PE}$
14.75,30.7407,$\mathit{I}_\mathrm{PE}$
14.76666667,30.475,$\mathit{I}_\mathrm{PE}$
14.78333333,30.7356,$\mathit{I}_\mathrm{PE}$
14.8,31.1648,$\mathit{I}_\mathrm{PE}$
14.81666667,30.9437,$\mathit{I}_\mathrm{PE}$
14.83333333,30.9773,$\mathit{I}_\mathrm{PE}$
14.85,30.7377,$\mathit{I}_\mathrm{PE}$
14.86666667,31.1174,$\mathit{I}_\mathrm{PE}$
14.88333333,31.2701,$\mathit{I}_\mathrm{PE}$
14.9,31.845,$\mathit{I}_\mathrm{PE}$
14.91666667,32.2586,$\mathit{I}_\mathrm{PE}$
14.93333333,31.1396,$\mathit{I}_\mathrm{PE}$
14.95,32.1365,$\mathit{I}_\mathrm{PE}$
14.96666667,31.527,$\mathit{I}_\mathrm{PE}$
14.98333333,31.2154,$\mathit{I}_\mathrm{PE}$
15,31.1036,$\mathit{I}_\mathrm{PE}$
15.01666667,31.8369,$\mathit{I}_\mathrm{PE}$
15.03333333,32.7342,$\mathit{I}_\mathrm{PE}$
15.05,32.6861,$\mathit{I}_\mathrm{PE}$
15.06666667,32.2421,$\mathit{I}_\mathrm{PE}$
15.08333333,32.7561,$\mathit{I}_\mathrm{PE}$
15.1,32.1107,$\mathit{I}_\mathrm{PE}$
15.11666667,32.0578,$\mathit{I}_\mathrm{PE}$
15.13333333,31.9168,$\mathit{I}_\mathrm{PE}$
15.15,31.3138,$\mathit{I}_\mathrm{PE}$
15.16666667,31.8879,$\mathit{I}_\mathrm{PE}$
15.18333333,32.8224,$\mathit{I}_\mathrm{PE}$
15.2,31.8922,$\mathit{I}_\mathrm{PE}$
15.21666667,31.7458,$\mathit{I}_\mathrm{PE}$
15.23333333,32.4549,$\mathit{I}_\mathrm{PE}$
15.25,32.5895,$\mathit{I}_\mathrm{PE}$
15.26666667,31.5495,$\mathit{I}_\mathrm{PE}$
15.28333333,32.4175,$\mathit{I}_\mathrm{PE}$
15.3,31.6939,$\mathit{I}_\mathrm{PE}$
15.31666667,31.9665,$\mathit{I}_\mathrm{PE}$
15.33333333,31.3203,$\mathit{I}_\mathrm{PE}$
15.35,31.5689,$\mathit{I}_\mathrm{PE}$
15.36666667,32.4107,$\mathit{I}_\mathrm{PE}$
15.38333333,32.8422,$\mathit{I}_\mathrm{PE}$
15.4,31.5127,$\mathit{I}_\mathrm{PE}$
15.41666667,32.3859,$\mathit{I}_\mathrm{PE}$
15.43333333,31.4275,$\mathit{I}_\mathrm{PE}$
15.45,32.6344,$\mathit{I}_\mathrm{PE}$
15.46666667,32.1002,$\mathit{I}_\mathrm{PE}$
15.48333333,31.729,$\mathit{I}_\mathrm{PE}$
15.5,32.422,$\mathit{I}_\mathrm{PE}$
15.51666667,31.7695,$\mathit{I}_\mathrm{PE}$
15.53333333,32.7203,$\mathit{I}_\mathrm{PE}$
15.55,31.8926,$\mathit{I}_\mathrm{PE}$
15.56666667,32.4619,$\mathit{I}_\mathrm{PE}$
15.58333333,32.4569,$\mathit{I}_\mathrm{PE}$
15.6,32.4064,$\mathit{I}_\mathrm{PE}$
15.61666667,32.9585,$\mathit{I}_\mathrm{PE}$
15.63333333,31.9959,$\mathit{I}_\mathrm{PE}$
15.65,32.4724,$\mathit{I}_\mathrm{PE}$
15.66666667,31.5525,$\mathit{I}_\mathrm{PE}$
15.68333333,31.9915,$\mathit{I}_\mathrm{PE}$
15.7,32.2587,$\mathit{I}_\mathrm{PE}$
15.71666667,32.4041,$\mathit{I}_\mathrm{PE}$
15.73333333,32.101,$\mathit{I}_\mathrm{PE}$
15.75,32.67,$\mathit{I}_\mathrm{PE}$
15.76666667,32.0353,$\mathit{I}_\mathrm{PE}$
15.78333333,31.8307,$\mathit{I}_\mathrm{PE}$
15.8,33.0991,$\mathit{I}_\mathrm{PE}$
15.81666667,32.1425,$\mathit{I}_\mathrm{PE}$
15.83333333,32.1072,$\mathit{I}_\mathrm{PE}$
15.85,32.4181,$\mathit{I}_\mathrm{PE}$
15.86666667,32.4324,$\mathit{I}_\mathrm{PE}$
15.88333333,31.9373,$\mathit{I}_\mathrm{PE}$
15.9,32.4139,$\mathit{I}_\mathrm{PE}$
15.91666667,31.8463,$\mathit{I}_\mathrm{PE}$
15.93333333,32.0175,$\mathit{I}_\mathrm{PE}$
15.95,31.7957,$\mathit{I}_\mathrm{PE}$
15.96666667,31.4942,$\mathit{I}_\mathrm{PE}$
15.98333333,32.3587,$\mathit{I}_\mathrm{PE}$
16,32.9058,$\mathit{I}_\mathrm{PE}$
16.01666667,31.7879,$\mathit{I}_\mathrm{PE}$
16.03333333,31.9795,$\mathit{I}_\mathrm{PE}$
16.05,31.6974,$\mathit{I}_\mathrm{PE}$
16.06666667,32.1561,$\mathit{I}_\mathrm{PE}$
16.08333333,31.9523,$\mathit{I}_\mathrm{PE}$
16.1,31.518,$\mathit{I}_\mathrm{PE}$
16.11666667,31.8576,$\mathit{I}_\mathrm{PE}$
16.13333333,32.1145,$\mathit{I}_\mathrm{PE}$
16.15,32.1544,$\mathit{I}_\mathrm{PE}$
16.16666667,31.3807,$\mathit{I}_\mathrm{PE}$
16.18333333,32.1332,$\mathit{I}_\mathrm{PE}$
16.2,31.7758,$\mathit{I}_\mathrm{PE}$
16.21666667,32.1906,$\mathit{I}_\mathrm{PE}$
16.23333333,31.6085,$\mathit{I}_\mathrm{PE}$
16.25,32.0985,$\mathit{I}_\mathrm{PE}$
16.26666667,31.5988,$\mathit{I}_\mathrm{PE}$
16.28333333,31.9597,$\mathit{I}_\mathrm{PE}$
16.3,32.3886,$\mathit{I}_\mathrm{PE}$
16.31666667,32.8793,$\mathit{I}_\mathrm{PE}$
16.33333333,32.119,$\mathit{I}_\mathrm{PE}$
16.35,32.8439,$\mathit{I}_\mathrm{PE}$
16.36666667,32.1899,$\mathit{I}_\mathrm{PE}$
16.38333333,32.5525,$\mathit{I}_\mathrm{PE}$
16.4,31.2778,$\mathit{I}_\mathrm{PE}$
16.41666667,31.9523,$\mathit{I}_\mathrm{PE}$
16.43333333,31.2901,$\mathit{I}_\mathrm{PE}$
16.45,31.2877,$\mathit{I}_\mathrm{PE}$
16.46666667,32.1391,$\mathit{I}_\mathrm{PE}$
16.48333333,31.7066,$\mathit{I}_\mathrm{PE}$
16.5,32.03,$\mathit{I}_\mathrm{PE}$
16.51666667,31.5644,$\mathit{I}_\mathrm{PE}$
16.53333333,32.4649,$\mathit{I}_\mathrm{PE}$
16.55,32.1509,$\mathit{I}_\mathrm{PE}$
16.56666667,32.1629,$\mathit{I}_\mathrm{PE}$
16.58333333,32.4985,$\mathit{I}_\mathrm{PE}$
16.6,31.7732,$\mathit{I}_\mathrm{PE}$
16.61666667,32.3893,$\mathit{I}_\mathrm{PE}$
16.63333333,32.3132,$\mathit{I}_\mathrm{PE}$
16.65,31.8081,$\mathit{I}_\mathrm{PE}$
16.66666667,31.3362,$\mathit{I}_\mathrm{PE}$
16.68333333,31.5011,$\mathit{I}_\mathrm{PE}$
16.7,31.428,$\mathit{I}_\mathrm{PE}$
16.71666667,32.0052,$\mathit{I}_\mathrm{PE}$
16.73333333,32.0548,$\mathit{I}_\mathrm{PE}$
16.75,31.3414,$\mathit{I}_\mathrm{PE}$
16.76666667,32.4532,$\mathit{I}_\mathrm{PE}$
16.78333333,31.7691,$\mathit{I}_\mathrm{PE}$
16.8,31.8068,$\mathit{I}_\mathrm{PE}$
16.81666667,31.684,$\mathit{I}_\mathrm{PE}$
16.83333333,31.058,$\mathit{I}_\mathrm{PE}$
16.85,31.5628,$\mathit{I}_\mathrm{PE}$
16.86666667,31.3479,$\mathit{I}_\mathrm{PE}$
16.88333333,31.4353,$\mathit{I}_\mathrm{PE}$
16.9,31.2086,$\mathit{I}_\mathrm{PE}$
16.91666667,31.7212,$\mathit{I}_\mathrm{PE}$
16.93333333,32.1992,$\mathit{I}_\mathrm{PE}$
16.95,32.2048,$\mathit{I}_\mathrm{PE}$
16.96666667,31.7167,$\mathit{I}_\mathrm{PE}$
16.98333333,31.2248,$\mathit{I}_\mathrm{PE}$
17,31.8672,$\mathit{I}_\mathrm{PE}$
17.01666667,31.7111,$\mathit{I}_\mathrm{PE}$
17.03333333,30.904,$\mathit{I}_\mathrm{PE}$
17.05,31.4222,$\mathit{I}_\mathrm{PE}$
17.06666667,31.4622,$\mathit{I}_\mathrm{PE}$
17.08333333,31.8735,$\mathit{I}_\mathrm{PE}$
17.1,30.9285,$\mathit{I}_\mathrm{PE}$
17.11666667,31.6342,$\mathit{I}_\mathrm{PE}$
17.13333333,30.9415,$\mathit{I}_\mathrm{PE}$
17.15,31.048,$\mathit{I}_\mathrm{PE}$
17.16666667,31.3834,$\mathit{I}_\mathrm{PE}$
17.18333333,31.0064,$\mathit{I}_\mathrm{PE}$
17.2,32.0383,$\mathit{I}_\mathrm{PE}$
17.21666667,32.2415,$\mathit{I}_\mathrm{PE}$
17.23333333,31.5285,$\mathit{I}_\mathrm{PE}$
17.25,32.2461,$\mathit{I}_\mathrm{PE}$
17.26666667,31.3187,$\mathit{I}_\mathrm{PE}$
17.28333333,31.9581,$\mathit{I}_\mathrm{PE}$
17.3,31.9334,$\mathit{I}_\mathrm{PE}$
17.31666667,31.4448,$\mathit{I}_\mathrm{PE}$
17.33333333,30.8762,$\mathit{I}_\mathrm{PE}$
17.35,31.4558,$\mathit{I}_\mathrm{PE}$
17.36666667,31.5638,$\mathit{I}_\mathrm{PE}$
17.38333333,32.074,$\mathit{I}_\mathrm{PE}$
17.4,31.0567,$\mathit{I}_\mathrm{PE}$
17.41666667,31.0648,$\mathit{I}_\mathrm{PE}$
17.43333333,31.5464,$\mathit{I}_\mathrm{PE}$
17.45,31.1063,$\mathit{I}_\mathrm{PE}$
17.46666667,31.8787,$\mathit{I}_\mathrm{PE}$
17.48333333,30.7648,$\mathit{I}_\mathrm{PE}$
17.5,31.7319,$\mathit{I}_\mathrm{PE}$
17.51666667,31.7598,$\mathit{I}_\mathrm{PE}$
17.53333333,31.121,$\mathit{I}_\mathrm{PE}$
17.55,31.7917,$\mathit{I}_\mathrm{PE}$
17.56666667,30.8392,$\mathit{I}_\mathrm{PE}$
17.58333333,31.3978,$\mathit{I}_\mathrm{PE}$
17.6,31.4406,$\mathit{I}_\mathrm{PE}$
17.61666667,31.6353,$\mathit{I}_\mathrm{PE}$
17.63333333,30.661,$\mathit{I}_\mathrm{PE}$
17.65,31.4955,$\mathit{I}_\mathrm{PE}$
17.66666667,31.2648,$\mathit{I}_\mathrm{PE}$
17.68333333,31.0812,$\mathit{I}_\mathrm{PE}$
17.7,31.4644,$\mathit{I}_\mathrm{PE}$
17.71666667,30.6912,$\mathit{I}_\mathrm{PE}$
17.73333333,31.3189,$\mathit{I}_\mathrm{PE}$
17.75,31.0479,$\mathit{I}_\mathrm{PE}$
17.76666667,31.0256,$\mathit{I}_\mathrm{PE}$
17.78333333,31.3101,$\mathit{I}_\mathrm{PE}$
17.8,31.0058,$\mathit{I}_\mathrm{PE}$
17.81666667,31.348,$\mathit{I}_\mathrm{PE}$
17.83333333,31.7475,$\mathit{I}_\mathrm{PE}$
17.85,31.4596,$\mathit{I}_\mathrm{PE}$
17.86666667,31.5666,$\mathit{I}_\mathrm{PE}$
17.88333333,31.6791,$\mathit{I}_\mathrm{PE}$
17.9,31.5515,$\mathit{I}_\mathrm{PE}$
17.91666667,30.9136,$\mathit{I}_\mathrm{PE}$
17.93333333,30.6618,$\mathit{I}_\mathrm{PE}$
17.95,30.5997,$\mathit{I}_\mathrm{PE}$
17.96666667,30.6742,$\mathit{I}_\mathrm{PE}$
17.98333333,31.8222,$\mathit{I}_\mathrm{PE}$
18,32.0075,$\mathit{I}_\mathrm{PE}$
18.01666667,31.0757,$\mathit{I}_\mathrm{PE}$
18.03333333,31.2272,$\mathit{I}_\mathrm{PE}$
18.05,31.6254,$\mathit{I}_\mathrm{PE}$
18.06666667,32.1014,$\mathit{I}_\mathrm{PE}$
18.08333333,30.6656,$\mathit{I}_\mathrm{PE}$
18.1,31.0326,$\mathit{I}_\mathrm{PE}$
18.11666667,31.9096,$\mathit{I}_\mathrm{PE}$
18.13333333,31.8506,$\mathit{I}_\mathrm{PE}$
18.15,31.4118,$\mathit{I}_\mathrm{PE}$
18.16666667,30.9554,$\mathit{I}_\mathrm{PE}$
18.18333333,30.5817,$\mathit{I}_\mathrm{PE}$
18.2,30.6494,$\mathit{I}_\mathrm{PE}$
18.21666667,31.7585,$\mathit{I}_\mathrm{PE}$
18.23333333,31.7626,$\mathit{I}_\mathrm{PE}$
18.25,31.7191,$\mathit{I}_\mathrm{PE}$
18.26666667,30.6881,$\mathit{I}_\mathrm{PE}$
18.28333333,31.7157,$\mathit{I}_\mathrm{PE}$
18.3,32.0931,$\mathit{I}_\mathrm{PE}$
18.31666667,31.4427,$\mathit{I}_\mathrm{PE}$
18.33333333,30.7702,$\mathit{I}_\mathrm{PE}$
18.35,31.0844,$\mathit{I}_\mathrm{PE}$
18.36666667,32.1234,$\mathit{I}_\mathrm{PE}$
18.38333333,31.1787,$\mathit{I}_\mathrm{PE}$
18.4,30.6624,$\mathit{I}_\mathrm{PE}$
18.41666667,32.0061,$\mathit{I}_\mathrm{PE}$
18.43333333,31.6573,$\mathit{I}_\mathrm{PE}$
18.45,31.2628,$\mathit{I}_\mathrm{PE}$
18.46666667,31.1389,$\mathit{I}_\mathrm{PE}$
18.48333333,31.083,$\mathit{I}_\mathrm{PE}$
18.5,30.626,$\mathit{I}_\mathrm{PE}$
18.51666667,31.0186,$\mathit{I}_\mathrm{PE}$
18.53333333,31.0918,$\mathit{I}_\mathrm{PE}$
18.55,31.3938,$\mathit{I}_\mathrm{PE}$
18.56666667,30.8669,$\mathit{I}_\mathrm{PE}$
18.58333333,31.6226,$\mathit{I}_\mathrm{PE}$
18.6,31.097,$\mathit{I}_\mathrm{PE}$
18.61666667,31.8951,$\mathit{I}_\mathrm{PE}$
18.63333333,32.3383,$\mathit{I}_\mathrm{PE}$
18.65,32.0058,$\mathit{I}_\mathrm{PE}$
18.66666667,31.1983,$\mathit{I}_\mathrm{PE}$
18.68333333,32.149,$\mathit{I}_\mathrm{PE}$
18.7,31.7593,$\mathit{I}_\mathrm{PE}$
18.71666667,32.1482,$\mathit{I}_\mathrm{PE}$
18.73333333,31.4809,$\mathit{I}_\mathrm{PE}$
18.75,31.8267,$\mathit{I}_\mathrm{PE}$
18.76666667,32.4744,$\mathit{I}_\mathrm{PE}$
18.78333333,32.7757,$\mathit{I}_\mathrm{PE}$
18.8,32.6243,$\mathit{I}_\mathrm{PE}$
18.81666667,32.1372,$\mathit{I}_\mathrm{PE}$
18.83333333,31.509,$\mathit{I}_\mathrm{PE}$
18.85,31.9414,$\mathit{I}_\mathrm{PE}$
18.86666667,32.3602,$\mathit{I}_\mathrm{PE}$
18.88333333,31.5879,$\mathit{I}_\mathrm{PE}$
18.9,31.8139,$\mathit{I}_\mathrm{PE}$
18.91666667,31.9003,$\mathit{I}_\mathrm{PE}$
18.93333333,32.3368,$\mathit{I}_\mathrm{PE}$
18.95,32.8276,$\mathit{I}_\mathrm{PE}$
18.96666667,32.5181,$\mathit{I}_\mathrm{PE}$
18.98333333,32.4923,$\mathit{I}_\mathrm{PE}$
19,33.1678,$\mathit{I}_\mathrm{PE}$
19.01666667,32.4263,$\mathit{I}_\mathrm{PE}$
19.03333333,31.7297,$\mathit{I}_\mathrm{PE}$
19.05,32.3535,$\mathit{I}_\mathrm{PE}$
19.06666667,32.3525,$\mathit{I}_\mathrm{PE}$
19.08333333,32.2082,$\mathit{I}_\mathrm{PE}$
19.1,32.3663,$\mathit{I}_\mathrm{PE}$
19.11666667,33.1055,$\mathit{I}_\mathrm{PE}$
19.13333333,32.9338,$\mathit{I}_\mathrm{PE}$
19.15,31.7101,$\mathit{I}_\mathrm{PE}$
19.16666667,32.378,$\mathit{I}_\mathrm{PE}$
19.18333333,31.7872,$\mathit{I}_\mathrm{PE}$
19.2,31.8375,$\mathit{I}_\mathrm{PE}$
19.21666667,32.503,$\mathit{I}_\mathrm{PE}$
19.23333333,32.993,$\mathit{I}_\mathrm{PE}$
19.25,31.8289,$\mathit{I}_\mathrm{PE}$
19.26666667,32.2475,$\mathit{I}_\mathrm{PE}$
19.28333333,33.0368,$\mathit{I}_\mathrm{PE}$
19.3,31.5101,$\mathit{I}_\mathrm{PE}$
19.31666667,31.4419,$\mathit{I}_\mathrm{PE}$
19.33333333,31.561,$\mathit{I}_\mathrm{PE}$
19.35,32.2851,$\mathit{I}_\mathrm{PE}$
19.36666667,31.2897,$\mathit{I}_\mathrm{PE}$
19.38333333,31.1654,$\mathit{I}_\mathrm{PE}$
19.4,31.268,$\mathit{I}_\mathrm{PE}$
19.41666667,31.1926,$\mathit{I}_\mathrm{PE}$
19.43333333,31.3931,$\mathit{I}_\mathrm{PE}$
19.45,31.1233,$\mathit{I}_\mathrm{PE}$
19.46666667,30.1987,$\mathit{I}_\mathrm{PE}$
19.48333333,30.7727,$\mathit{I}_\mathrm{PE}$
19.5,29.5985,$\mathit{I}_\mathrm{PE}$
19.51666667,30.2104,$\mathit{I}_\mathrm{PE}$
19.53333333,29.7447,$\mathit{I}_\mathrm{PE}$
19.55,28.9132,$\mathit{I}_\mathrm{PE}$
19.56666667,29.9648,$\mathit{I}_\mathrm{PE}$
19.58333333,28.5156,$\mathit{I}_\mathrm{PE}$
19.6,29.4863,$\mathit{I}_\mathrm{PE}$
19.61666667,29.0531,$\mathit{I}_\mathrm{PE}$
19.63333333,28.5878,$\mathit{I}_\mathrm{PE}$
19.65,28.2999,$\mathit{I}_\mathrm{PE}$
19.66666667,28.0411,$\mathit{I}_\mathrm{PE}$
19.68333333,28.5404,$\mathit{I}_\mathrm{PE}$
19.7,28.214,$\mathit{I}_\mathrm{PE}$
19.71666667,27.1448,$\mathit{I}_\mathrm{PE}$
19.73333333,27.9899,$\mathit{I}_\mathrm{PE}$
19.75,27.6685,$\mathit{I}_\mathrm{PE}$
19.76666667,27.5574,$\mathit{I}_\mathrm{PE}$
19.78333333,26.3234,$\mathit{I}_\mathrm{PE}$
19.8,26.8937,$\mathit{I}_\mathrm{PE}$
19.81666667,25.3561,$\mathit{I}_\mathrm{PE}$
19.83333333,25.4504,$\mathit{I}_\mathrm{PE}$
19.85,24.8687,$\mathit{I}_\mathrm{PE}$
19.86666667,23.7568,$\mathit{I}_\mathrm{PE}$
19.88333333,23.7582,$\mathit{I}_\mathrm{PE}$
19.9,22.9452,$\mathit{I}_\mathrm{PE}$
19.91666667,22.7465,$\mathit{I}_\mathrm{PE}$
19.93333333,23.0952,$\mathit{I}_\mathrm{PE}$
19.95,21.9725,$\mathit{I}_\mathrm{PE}$
19.96666667,22.5096,$\mathit{I}_\mathrm{PE}$
19.98333333,21.5911,$\mathit{I}_\mathrm{PE}$
20,21.9218,$\mathit{I}_\mathrm{PE}$
20.01666667,21.2756,$\mathit{I}_\mathrm{PE}$
20.03333333,20.6824,$\mathit{I}_\mathrm{PE}$
20.05,20.7617,$\mathit{I}_\mathrm{PE}$
20.06666667,20.4019,$\mathit{I}_\mathrm{PE}$
20.08333333,20.3385,$\mathit{I}_\mathrm{PE}$
20.1,19.8666,$\mathit{I}_\mathrm{PE}$
20.11666667,20.4718,$\mathit{I}_\mathrm{PE}$
20.13333333,19.9461,$\mathit{I}_\mathrm{PE}$
20.15,19.3268,$\mathit{I}_\mathrm{PE}$
20.16666667,19.0735,$\mathit{I}_\mathrm{PE}$
20.18333333,19.0537,$\mathit{I}_\mathrm{PE}$
20.2,19.0175,$\mathit{I}_\mathrm{PE}$
20.21666667,18.4234,$\mathit{I}_\mathrm{PE}$
20.23333333,18.2951,$\mathit{I}_\mathrm{PE}$
20.25,18.6114,$\mathit{I}_\mathrm{PE}$
20.26666667,17.8159,$\mathit{I}_\mathrm{PE}$
20.28333333,18.244,$\mathit{I}_\mathrm{PE}$
20.3,17.9807,$\mathit{I}_\mathrm{PE}$
20.31666667,17.6133,$\mathit{I}_\mathrm{PE}$
20.33333333,17.9621,$\mathit{I}_\mathrm{PE}$
20.35,17.4693,$\mathit{I}_\mathrm{PE}$
20.36666667,17.6036,$\mathit{I}_\mathrm{PE}$
20.38333333,16.9526,$\mathit{I}_\mathrm{PE}$
20.4,16.9165,$\mathit{I}_\mathrm{PE}$
20.41666667,17.0008,$\mathit{I}_\mathrm{PE}$
20.43333333,16.7136,$\mathit{I}_\mathrm{PE}$
20.45,16.062,$\mathit{I}_\mathrm{PE}$
20.46666667,16.1164,$\mathit{I}_\mathrm{PE}$
20.48333333,15.6245,$\mathit{I}_\mathrm{PE}$
20.5,15.7158,$\mathit{I}_\mathrm{PE}$
20.51666667,16.0215,$\mathit{I}_\mathrm{PE}$
20.53333333,15.4522,$\mathit{I}_\mathrm{PE}$
20.55,15.6019,$\mathit{I}_\mathrm{PE}$
20.56666667,15.408,$\mathit{I}_\mathrm{PE}$
20.58333333,15.0132,$\mathit{I}_\mathrm{PE}$
20.6,14.9297,$\mathit{I}_\mathrm{PE}$
20.61666667,14.5124,$\mathit{I}_\mathrm{PE}$
20.63333333,14.8399,$\mathit{I}_\mathrm{PE}$
20.65,14.2945,$\mathit{I}_\mathrm{PE}$
20.66666667,14.3921,$\mathit{I}_\mathrm{PE}$
20.68333333,14.0646,$\mathit{I}_\mathrm{PE}$
20.7,13.845,$\mathit{I}_\mathrm{PE}$
20.71666667,13.8867,$\mathit{I}_\mathrm{PE}$
20.73333333,13.5467,$\mathit{I}_\mathrm{PE}$
20.75,13.7181,$\mathit{I}_\mathrm{PE}$
20.76666667,13.855,$\mathit{I}_\mathrm{PE}$
20.78333333,13.4896,$\mathit{I}_\mathrm{PE}$
20.8,13.2339,$\mathit{I}_\mathrm{PE}$
20.81666667,13.1519,$\mathit{I}_\mathrm{PE}$
20.83333333,12.7632,$\mathit{I}_\mathrm{PE}$
20.85,12.864,$\mathit{I}_\mathrm{PE}$
20.86666667,12.659,$\mathit{I}_\mathrm{PE}$
20.88333333,12.0794,$\mathit{I}_\mathrm{PE}$
20.9,11.9543,$\mathit{I}_\mathrm{PE}$
20.91666667,11.9277,$\mathit{I}_\mathrm{PE}$
20.93333333,11.8012,$\mathit{I}_\mathrm{PE}$
20.95,11.6973,$\mathit{I}_\mathrm{PE}$
20.96666667,11.551,$\mathit{I}_\mathrm{PE}$
20.98333333,11.2601,$\mathit{I}_\mathrm{PE}$
21,11.2372,$\mathit{I}_\mathrm{PE}$
21.01666667,10.8132,$\mathit{I}_\mathrm{PE}$
21.03333333,10.8508,$\mathit{I}_\mathrm{PE}$
21.05,10.4602,$\mathit{I}_\mathrm{PE}$
21.06666667,10.6856,$\mathit{I}_\mathrm{PE}$
21.08333333,10.2633,$\mathit{I}_\mathrm{PE}$
21.1,10.3599,$\mathit{I}_\mathrm{PE}$
21.11666667,10.3167,$\mathit{I}_\mathrm{PE}$
21.13333333,10.1283,$\mathit{I}_\mathrm{PE}$
21.15,9.92699,$\mathit{I}_\mathrm{PE}$
21.16666667,9.94372,$\mathit{I}_\mathrm{PE}$
21.18333333,9.75208,$\mathit{I}_\mathrm{PE}$
21.2,9.53048,$\mathit{I}_\mathrm{PE}$
21.21666667,9.50175,$\mathit{I}_\mathrm{PE}$
21.23333333,9.33089,$\mathit{I}_\mathrm{PE}$
21.25,9.6215,$\mathit{I}_\mathrm{PE}$
21.26666667,9.25854,$\mathit{I}_\mathrm{PE}$
21.28333333,9.22688,$\mathit{I}_\mathrm{PE}$
21.3,9.2846,$\mathit{I}_\mathrm{PE}$
21.31666667,9.15113,$\mathit{I}_\mathrm{PE}$
21.33333333,9.16323,$\mathit{I}_\mathrm{PE}$
21.35,8.96896,$\mathit{I}_\mathrm{PE}$
21.36666667,8.84855,$\mathit{I}_\mathrm{PE}$
21.38333333,8.54999,$\mathit{I}_\mathrm{PE}$
21.4,8.81808,$\mathit{I}_\mathrm{PE}$
21.41666667,8.60622,$\mathit{I}_\mathrm{PE}$
21.43333333,8.47883,$\mathit{I}_\mathrm{PE}$
21.45,8.29012,$\mathit{I}_\mathrm{PE}$
21.46666667,8.24664,$\mathit{I}_\mathrm{PE}$
21.48333333,7.93936,$\mathit{I}_\mathrm{PE}$
21.5,8.07765,$\mathit{I}_\mathrm{PE}$
21.51666667,8.04051,$\mathit{I}_\mathrm{PE}$
21.53333333,7.70989,$\mathit{I}_\mathrm{PE}$
21.55,7.87987,$\mathit{I}_\mathrm{PE}$
21.56666667,7.48869,$\mathit{I}_\mathrm{PE}$
