t_ns,T_centre_K,T_max_K
1.705241090146750516e+00,1.294312093007713202e+03,1.316048423512078898e+03
1.706708595387840699e+00,1.294313235009444270e+03,1.316049518997557698e+03
1.708176100628930882e+00,1.294314368811520580e+03,1.316050606617067842e+03
1.709643605870021066e+00,1.294315494472815999e+03,1.316051686427091909e+03
1.711111111111111027e+00,1.294316612051782158e+03,1.316052758483706612e+03
1.712578616352201211e+00,1.294317721606450505e+03,1.316053822842586897e+03
1.714046121593291394e+00,1.294318823194436391e+03,1.316054879559006849e+03
1.715513626834381578e+00,1.294319916872940894e+03,1.316055928687844471e+03
1.716981132075471761e+00,1.294321002698754910e+03,1.316056970283583041e+03
1.718448637316561944e+00,1.294322080728260971e+03,1.316058004400314985e+03
1.719916142557651906e+00,1.294323151017437567e+03,1.316059031091743918e+03
1.721383647798742089e+00,1.294324213621860281e+03,1.316060050411188058e+03
1.722851153039832273e+00,1.294325268596706792e+03,1.316061062411582952e+03
1.724318658280922456e+00,1.294326315996757785e+03,1.316062067145483297e+03
1.725786163522012640e+00,1.294327355876400816e+03,1.316063064665067259e+03
1.727253668763102823e+00,1.294328388289632812e+03,1.316064055022137609e+03
1.728721174004192784e+00,1.294329413290063030e+03,1.316065038268125363e+03
1.730188679245282968e+00,1.294330430930916464e+03,1.316066014454092510e+03
1.731656184486373151e+00,1.294331441265035210e+03,1.316066983630733603e+03
1.733123689727463335e+00,1.294332444344881878e+03,1.316067945848380305e+03
1.734591194968553518e+00,1.294333440222542777e+03,1.316068901157001392e+03
1.736058700209643701e+00,1.294334428949730409e+03,1.316069849606207981e+03
1.737526205450733663e+00,1.294335410577785296e+03,1.316070791245254668e+03
1.738993710691823846e+00,1.294336385157679842e+03,1.316071726123041799e+03
1.740461215932914030e+00,1.294337352740020606e+03,1.316072654288119338e+03
1.741928721174003991e+00,1.294338313375050348e+03,1.316073575788688004e+03
1.743396226415094397e+00,1.294339267112650987e+03,1.316074490672602906e+03
1.744863731656184580e+00,1.294340214002347238e+03,1.316075398987374911e+03
1.746331236897274763e+00,1.294341154093306841e+03,1.316076300780174279e+03
1.747798742138364725e+00,1.294342087434345331e+03,1.316077196097832029e+03
1.749266247379454908e+00,1.294343014073928089e+03,1.316078084986843123e+03
1.750733752620545092e+00,1.294343934060171932e+03,1.316078967493368964e+03
1.752201257861635275e+00,1.294344847440847843e+03,1.316079843663238762e+03
1.753668763102725459e+00,1.294345754263384833e+03,1.316080713541953401e+03
1.755136268343815642e+00,1.294346654574870399e+03,1.316081577174686345e+03
1.756603773584905603e+00,1.294347548422054615e+03,1.316082434606287052e+03
1.758071278825995787e+00,1.294348435851351496e+03,1.316083285881283018e+03
1.759538784067085970e+00,1.294349316908841956e+03,1.316084131043881598e+03
1.761006289308175932e+00,1.294350191640276080e+03,1.316084970137972959e+03
1.762473794549266337e+00,1.294351060091075624e+03,1.316085803207132130e+03
1.763941299790356521e+00,1.294351922306335609e+03,1.316086630294620818e+03
1.765408805031446482e+00,1.294352778330827732e+03,1.316087451443390819e+03
1.766876310272536665e+00,1.294353628209002409e+03,1.316088266696084929e+03
1.768343815513626849e+00,1.294354471984990596e+03,1.316089076095039673e+03
1.769811320754716810e+00,1.294355309702606064e+03,1.316089879682287801e+03
1.771278825995807216e+00,1.294356141405348581e+03,1.316090677499560570e+03
1.772746331236897399e+00,1.294356967136405729e+03,1.316091469588288646e+03
1.774213836477987360e+00,1.294357786938654044e+03,1.316092255989605746e+03
1.775681341719077544e+00,1.294358600854663109e+03,1.316093036744350684e+03
1.777148846960167727e+00,1.294359408926696460e+03,1.316093811893068050e+03
1.778616352201257689e+00,1.294360211196714545e+03,1.316094581476012081e+03
1.780083857442347872e+00,1.294361007706376085e+03,1.316095345533147338e+03
1.781551362683438278e+00,1.294361798497040581e+03,1.316096104104151891e+03
1.783018867924528239e+00,1.294362583609771036e+03,1.316096857228418685e+03
1.784486373165618422e+00,1.294363363085335777e+03,1.316097604945057583e+03
1.785953878406708606e+00,1.294364136964209592e+03,1.316098347292897643e+03
1.787421383647798789e+00,1.294364905286577141e+03,1.316099084310490070e+03
1.788888888888888751e+00,1.294365668092334772e+03,1.316099816036107768e+03
1.790356394129979156e+00,1.294366425421092117e+03,1.316100542507749424e+03
1.791823899371069340e+00,1.294367177312174135e+03,1.316101263763141333e+03
1.793291404612159301e+00,1.294367923804624297e+03,1.316101979839738306e+03
1.794758909853249484e+00,1.294368664937204585e+03,1.316102690774725943e+03
1.796226415094339668e+00,1.294369400748399812e+03,1.316103396605023818e+03
1.797693920335429629e+00,1.294370131276417396e+03,1.316104097367285476e+03
1.799161425576520035e+00,1.294370856559191225e+03,1.316104793097901847e+03
1.800628930817610218e+00,1.294371576634382336e+03,1.316105483833001927e+03
1.802096436058700180e+00,1.294372291539381649e+03,1.316106169608455730e+03
1.803563941299790363e+00,1.294373001311311555e+03,1.316106850459876114e+03
1.805031446540880546e+00,1.294373705987027733e+03,1.316107526422619230e+03
1.806498951781970508e+00,1.294374405603121659e+03,1.316108197531787937e+03
1.807966457023060691e+00,1.294375100195921277e+03,1.316108863822232706e+03
1.809433962264151097e+00,1.294375789801494875e+03,1.316109525328554128e+03
1.810901467505241058e+00,1.294376474455650396e+03,1.316110182085104043e+03
1.812368972746331242e+00,1.294377154193939987e+03,1.316110834125987822e+03
1.813836477987421425e+00,1.294377829051659546e+03,1.316111481485066179e+03
1.815303983228511386e+00,1.294378499063852132e+03,1.316112124195955857e+03
1.816771488469601570e+00,1.294379164265308646e+03,1.316112762292033040e+03
1.818238993710691975e+00,1.294379824690571013e+03,1.316113395806433800e+03
1.819706498951781937e+00,1.294380480373932187e+03,1.316114024772056155e+03
1.821174004192872120e+00,1.294381131349439556e+03,1.316114649221562331e+03
1.822641509433962304e+00,1.294381777650895856e+03,1.316115269187379681e+03
1.824109014675052265e+00,1.294382419311861213e+03,1.316115884701702953e+03
1.825576519916142448e+00,1.294383056365654738e+03,1.316116495796495656e+03
1.827044025157232632e+00,1.294383688845355891e+03,1.316117102503491651e+03
1.828511530398323037e+00,1.294384316783807208e+03,1.316117704854196745e+03
1.829979035639412999e+00,1.294384940213615209e+03,1.316118302879891189e+03
1.831446540880503182e+00,1.294385559167152451e+03,1.316118896611629680e+03
1.832914046121593366e+00,1.294386173676558428e+03,1.316119486080244542e+03
1.834381551362683327e+00,1.294386783773742764e+03,1.316120071316346866e+03
1.835849056603773510e+00,1.294387389490384976e+03,1.316120652350327646e+03
1.837316561844863916e+00,1.294387990857938348e+03,1.316121229212359140e+03
1.838784067085953877e+00,1.294388587907629244e+03,1.316121801932398057e+03
1.840251572327044061e+00,1.294389180670460519e+03,1.316122370540185102e+03
1.841719077568134244e+00,1.294389769177211747e+03,1.316122935065247702e+03
1.843186582809224205e+00,1.294390353458442178e+03,1.316123495536901601e+03
1.844654088050314389e+00,1.294390933544491190e+03,1.316124051984251082e+03
1.846121593291404572e+00,1.294391509465480567e+03,1.316124604436192612e+03
1.847589098532494756e+00,1.294392081251315631e+03,1.316125152921414383e+03
1.849056603773584939e+00,1.294392648931687518e+03,1.316125697468399039e+03
1.850524109014675123e+00,1.294393212536073179e+03,1.316126238105424363e+03
1.851991614255765084e+00,1.294393772093738789e+03,1.316126774860564865e+03
1.853459119496855267e+00,1.294394327633739977e+03,1.316127307761694510e+03
1.854926624737945451e+00,1.294394879184924093e+03,1.316127836836485812e+03
1.856394129979035634e+00,1.294395426775930673e+03,1.316128362112413470e+03
1.857861635220125818e+00,1.294395970435194840e+03,1.316128883616754592e+03
1.859329140461216001e+00,1.294396510190945946e+03,1.316129401376590067e+03
1.860796645702305963e+00,1.294397046071211889e+03,1.316129915418807514e+03
1.862264150943396146e+00,1.294397578103818887e+03,1.316130425770099691e+03
1.863731656184486329e+00,1.294398106316393751e+03,1.316130932456969276e+03
1.865199161425576513e+00,1.294398630736364112e+03,1.316131435505727723e+03
1.866666666666666918e+00,1.294399151390961151e+03,1.316131934942497992e+03
1.868134171907756880e+00,1.294399668307220509e+03,1.316132430793215462e+03
1.869601677148846841e+00,1.294400181511984329e+03,1.316132923083628839e+03
1.871069182389937247e+00,1.294400691031900578e+03,1.316133411839302653e+03
1.872536687631027208e+00,1.294401196893427368e+03,1.316133897085616809e+03
1.874004192872117391e+00,1.294401699122831815e+03,1.316134378847769995e+03
1.875471698113207797e+00,1.294402197746193224e+03,1.316134857150779908e+03
1.876939203354297758e+00,1.294402692789402863e+03,1.316135332019483712e+03
1.878406708595387720e+00,1.294403184278166236e+03,1.316135803478540993e+03
1.879874213836478125e+00,1.294403672238005129e+03,1.316136271552434209e+03
1.881341719077568087e+00,1.294404156694257381e+03,1.316136736265469608e+03
1.882809224318658048e+00,1.294404637672078707e+03,1.316137197641779494e+03
1.884276729559748675e+00,1.294405115196444513e+03,1.316137655705322231e+03
1.885744234800838637e+00,1.294405589292151262e+03,1.316138110479884745e+03
1.887211740041928598e+00,1.294406059983816476e+03,1.316138561989082973e+03
1.888679245283019004e+00,1.294406527295881460e+03,1.316139010256362781e+03
1.890146750524108965e+00,1.294406991252612443e+03,1.316139455305002457e+03
1.891614255765198926e+00,1.294407451878100574e+03,1.316139897158112717e+03
1.893081761006289332e+00,1.294407909196264427e+03,1.316140335838638066e+03
1.894549266247379515e+00,1.294408363230851137e+03,1.316140771369359300e+03
1.896016771488469477e+00,1.294408814005436625e+03,1.316141203772892368e+03
1.897484276729559882e+00,1.294409261543428102e+03,1.316141633071691558e+03
1.898951781970649844e+00,1.294409705868064748e+03,1.316142059288049495e+03
1.900419287211739805e+00,1.294410147002418398e+03,1.316142482444099414e+03
1.901886792452830210e+00,1.294410584969395586e+03,1.316142902561814935e+03
1.903354297693920394e+00,1.294411019791738454e+03,1.316143319663012107e+03
1.904821802935010355e+00,1.294411451492025435e+03,1.316143733769350547e+03
1.906289308176100761e+00,1.294411880092673073e+03,1.316144144902333892e+03
1.907756813417190722e+00,1.294412305615937612e+03,1.316144553083312303e+03
1.909224318658280684e+00,1.294412728083914317e+03,1.316144958333481100e+03
1.910691823899371089e+00,1.294413147518540427e+03,1.316145360673884852e+03
1.912159329140461272e+00,1.294413563941595612e+03,1.316145760125416246e+03
1.913626834381551234e+00,1.294413977374703563e+03,1.316146156708818353e+03
1.915094339622641639e+00,1.294414387839331766e+03,1.316146550444685090e+03
1.916561844863731601e+00,1.294414795356794457e+03,1.316146941353462353e+03
1.918029350104821562e+00,1.294415199948252393e+03,1.316147329455449608e+03
1.919496855345911968e+00,1.294415601634714676e+03,1.316147714770800349e+03
1.920964360587001929e+00,1.294416000437039202e+03,1.316148097319523231e+03
1.922431865828092112e+00,1.294416396375934255e+03,1.316148477121483211e+03
1.923899371069182518e+00,1.294416789471959419e+03,1.316148854196402908e+03
1.925366876310272479e+00,1.294417179745526937e+03,1.316149228563863289e+03
1.926834381551362441e+00,1.294417567216902171e+03,1.316149600243304803e+03
1.928301886792452846e+00,1.294417951906204735e+03,1.316149969254027610e+03
1.929769392033542807e+00,1.294418333833410770e+03,1.316150335615193853e+03
1.931236897274633435e+00,1.294418713018351809e+03,1.316150699345828571e+03
1.932704402515723396e+00,1.294419089480717503e+03,1.316151060464818784e+03
1.934171907756813358e+00,1.294419463240056757e+03,1.316151418990917591e+03
1.935639412997903763e+00,1.294419834315776825e+03,1.316151774942742122e+03
1.937106918238993725e+00,1.294420202727146489e+03,1.316152128338776492e+03
1.938574423480083686e+00,1.294420568493295832e+03,1.316152479197371804e+03
1.940041928721174092e+00,1.294420931633217833e+03,1.316152827536747509e+03
1.941509433962264275e+00,1.294421292165769273e+03,1.316153173374992321e+03
1.942976939203354236e+00,1.294421650109670964e+03,1.316153516730064666e+03
1.944444444444444642e+00,1.294422005483509565e+03,1.316153857619794735e+03
1.945911949685534603e+00,1.294422358305738499e+03,1.316154196061884022e+03
1.947379454926624565e+00,1.294422708594678397e+03,1.316154532073907149e+03
1.948846960167714970e+00,1.294423056368518473e+03,1.316154865673312770e+03
1.950314465408805154e+00,1.294423401645317426e+03,1.316155196877423805e+03
1.951781970649895115e+00,1.294423744443004125e+03,1.316155525703439253e+03
1.953249475890985520e+00,1.294424084779378745e+03,1.316155852168434421e+03
1.954716981132075482e+00,1.294424422672113451e+03,1.316156176289361611e+03
1.956184486373165443e+00,1.294424758138754214e+03,1.316156498083052156e+03
1.957651991614255849e+00,1.294425091196720359e+03,1.316156817566215977e+03
1.959119496855346032e+00,1.294425421863306156e+03,1.316157134755443167e+03
1.960587002096435993e+00,1.294425750155682181e+03,1.316157449667204901e+03
1.962054507337526399e+00,1.294426076090895322e+03,1.316157762317853894e+03
1.963522012578616360e+00,1.294426399685870138e+03,1.316158072723625082e+03
1.964989517819706322e+00,1.294426720957409771e+03,1.316158380900637439e+03
1.966457023060796727e+00,1.294427039922196627e+03,1.316158686864894207e+03
1.967924528301886689e+00,1.294427356596793288e+03,1.316158990632282894e+03
1.969392033542976872e+00,1.294427670997643418e+03,1.316159292218578003e+03
1.970859538784067277e+00,1.294427983141072900e+03,1.316159591639439896e+03
1.972327044025157239e+00,1.294428293043290296e+03,1.316159888910417067e+03
1.973794549266247200e+00,1.294428600720387294e+03,1.316160184046946142e+03
1.975262054507337606e+00,1.294428906188340534e+03,1.316160477064353017e+03
1.976729559748427567e+00,1.294429209463011830e+03,1.316160767977853311e+03
1.978197064989517751e+00,1.294429510560149311e+03,1.316161056802553503e+03
1.979664570230608156e+00,1.294429809495387417e+03,1.316161343553451616e+03
1.981132075471698117e+00,1.294430106284249177e+03,1.316161628245438123e+03
1.982599580712788079e+00,1.294430400942145752e+03,1.316161910893296181e+03
1.984067085953878484e+00,1.294430693484377116e+03,1.316162191511703440e+03
1.985534591194968446e+00,1.294430983926134331e+03,1.316162470115231599e+03
1.987002096436058629e+00,1.294431272282498639e+03,1.316162746718347535e+03
1.988469601677149035e+00,1.294431558568443734e+03,1.316163021335415351e+03
1.989937106918238996e+00,1.294431842798835078e+03,1.316163293980694789e+03
1.991404612159328957e+00,1.294432124988431724e+03,1.316163564668343952e+03
1.992872117400419363e+00,1.294432405151886769e+03,1.316163833412418626e+03
1.994339622641509324e+00,1.294432683303747808e+03,1.316164100226874552e+03
1.995807127882599508e+00,1.294432959458458754e+03,1.316164365125566292e+03
1.997274633123689913e+00,1.294433233630358927e+03,1.316164628122249951e+03
1.998742138364779874e+00,1.294433505833685103e+03,1.316164889230582048e+03
2.000209643605869836e+00,1.294433776082571740e+03,1.316165148464121330e+03
2.001677148846960463e+00,1.294434044391052112e+03,1.316165405836329228e+03
2.003144654088050203e+00,1.294434310773057859e+03,1.316165661360570311e+03
2.004612159329140386e+00,1.294434575242422170e+03,1.316165915050113426e+03
2.006079664570230570e+00,1.294434837812877049e+03,1.316166166918132149e+03
2.007547169811320753e+00,1.294435098498057187e+03,1.316166416977705239e+03
2.009014675052410492e+00,1.294435357311499047e+03,1.316166665241818009e+03
2.010482180293501120e+00,1.294435614266641778e+03,1.316166911723361864e+03
2.011949685534591303e+00,1.294435869376828123e+03,1.316167156435136121e+03
2.013417190775681487e+00,1.294436122655304871e+03,1.316167399389848242e+03
2.014884696016771670e+00,1.294436374115223998e+03,1.316167640600113828e+03
2.016352201257861410e+00,1.294436623769642665e+03,1.316167880078458666e+03
2.017819706498952037e+00,1.294436871631524809e+03,1.316168117837318050e+03
2.019287211740041776e+00,1.294437117713740690e+03,1.316168353889038372e+03
2.020754716981131960e+00,1.294437362029068709e+03,1.316168588245877345e+03
2.022222222222222587e+00,1.294437604590194951e+03,1.316168820920004237e+03
2.023689727463312327e+00,1.294437845409714782e+03,1.316169051923501456e+03
2.025157232704402510e+00,1.294438084500133300e+03,1.316169281268364330e+03
2.026624737945492694e+00,1.294438321873865334e+03,1.316169508966502235e+03
2.028092243186582877e+00,1.294438557543236811e+03,1.316169735029738831e+03
2.029559748427673060e+00,1.294438791520485211e+03,1.316169959469812966e+03
2.031027253668763244e+00,1.294439023817760244e+03,1.316170182298379586e+03
2.032494758909853427e+00,1.294439254447124085e+03,1.316170403527009057e+03
2.033962264150943167e+00,1.294439483420552506e+03,1.316170623167189660e+03
2.035429769392033794e+00,1.294439710749935102e+03,1.316170841230326687e+03
2.036897274633123534e+00,1.294439936447076661e+03,1.316171057727743346e+03
2.038364779874213717e+00,1.294440160523696250e+03,1.316171272670682129e+03
2.039832285115304344e+00,1.294440382991429715e+03,1.316171486070303899e+03
2.041299790356394084e+00,1.294440603861828777e+03,1.316171697937690624e+03
2.042767295597484267e+00,1.294440823146362391e+03,1.316171908283843550e+03
2.044234800838574451e+00,1.294441040856417203e+03,1.316172117119685936e+03
2.045702306079664634e+00,1.294441257003298460e+03,1.316172324456061233e+03
2.047169811320754373e+00,1.294441471598229327e+03,1.316172530303736494e+03
2.048637316561845001e+00,1.294441684652353388e+03,1.316172734673400782e+03
2.050104821802935184e+00,1.294441896176733280e+03,1.316172937575666310e+03
2.051572327044024924e+00,1.294442106182352973e+03,1.316173139021069119e+03
2.053039832285115551e+00,1.294442314680117079e+03,1.316173339020070216e+03
2.054507337526205291e+00,1.294442521680852451e+03,1.316173537583054667e+03
2.055974842767295474e+00,1.294442727195307498e+03,1.316173734720333186e+03
2.057442348008385657e+00,1.294442931234154003e+03,1.316173930442142819e+03
2.058909853249475841e+00,1.294443133807986896e+03,1.316174124758646713e+03
2.060377358490566024e+00,1.294443334927325168e+03,1.316174317679935484e+03
2.061844863731656208e+00,1.294443534602611862e+03,1.316174509216026536e+03
2.063312368972746391e+00,1.294443732844215674e+03,1.316174699376866329e+03
2.064779874213836131e+00,1.294443929662430719e+03,1.316174888172329020e+03
2.066247379454926758e+00,1.294444125067476762e+03,1.316175075612218507e+03
2.067714884696016941e+00,1.294444319069500580e+03,1.316175261706267747e+03
2.069182389937106681e+00,1.294444511678575736e+03,1.316175446464140123e+03
2.070649895178197308e+00,1.294444702904703945e+03,1.316175629895429665e+03
2.072117400419287048e+00,1.294444892757815069e+03,1.316175812009661740e+03
2.073584905660377231e+00,1.294445081247766893e+03,1.316175992816292819e+03
2.075052410901467415e+00,1.294445268384347401e+03,1.316176172324711615e+03
2.076519916142557598e+00,1.294445454177273632e+03,1.316176350544239313e+03
2.077987421383647781e+00,1.294445638636193280e+03,1.316176527484130702e+03
2.079454926624737965e+00,1.294445821770684688e+03,1.316176703153573726e+03
2.080922431865828148e+00,1.294446003590257078e+03,1.316176877561690162e+03
2.082389937106917888e+00,1.294446184104352369e+03,1.316177050717536758e+03
2.083857442348008515e+00,1.294446363322342904e+03,1.316177222630104779e+03
2.085324947589098254e+00,1.294446541253535543e+03,1.316177393308321371e+03
2.086792452830188438e+00,1.294446717907169614e+03,1.316177562761049558e+03
2.088259958071279065e+00,1.294446893292417599e+03,1.316177730997087792e+03
2.089727463312368805e+00,1.294447067418387178e+03,1.316177898025172908e+03
2.091194968553458988e+00,1.294447240294119638e+03,1.316178063853977847e+03
2.092662473794549172e+00,1.294447411928591691e+03,1.316178228492113703e+03
2.094129979035639355e+00,1.294447582330716159e+03,1.316178391948129502e+03
2.095597484276729539e+00,1.294447751509341060e+03,1.316178554230513100e+03
2.097064989517819722e+00,1.294447919473251204e+03,1.316178715347691650e+03
2.098532494758909905e+00,1.294448086231168418e+03,1.316178875308030911e+03
2.100000000000000089e+00,1.294448251791751773e+03,1.316179034119837297e+03
2.101467505241090272e+00,1.294448416163598495e+03,1.316179191791358107e+03
2.102935010482180012e+00,1.294448579355243055e+03,1.316179348330779931e+03
2.104402515723270639e+00,1.294448741375160125e+03,1.316179503746232058e+03
2.105870020964360823e+00,1.294448902231762531e+03,1.316179658045784208e+03
2.107337526205450562e+00,1.294449061933402845e+03,1.316179811237449030e+03
2.108805031446541189e+00,1.294449220488374067e+03,1.316179963329181192e+03
2.110272536687630929e+00,1.294449377904908943e+03,1.316180114328878517e+03
2.111740041928721112e+00,1.294449534191182011e+03,1.316180264244381988e+03
2.113207547169811296e+00,1.294449689355308010e+03,1.316180413083476196e+03
2.114675052410901479e+00,1.294449843405344836e+03,1.316180560853889574e+03
2.116142557651991662e+00,1.294449996349291041e+03,1.316180707563295755e+03
2.117610062893081846e+00,1.294450148195088786e+03,1.316180853219312894e+03
2.119077568134172029e+00,1.294450298950622937e+03,1.316180997829504577e+03
2.120545073375261769e+00,1.294450448623721513e+03,1.316181141401379591e+03
2.122012578616352396e+00,1.294450597222156375e+03,1.316181283942393520e+03
2.123480083857442580e+00,1.294450744753643903e+03,1.316181425459948287e+03
2.124947589098532319e+00,1.294450891225844543e+03,1.316181565961391925e+03
2.126415094339622947e+00,1.294451036646364173e+03,1.316181705454020630e+03
2.127882599580712686e+00,1.294451181022754099e+03,1.316181843945077617e+03
2.129350104821802869e+00,1.294451324362511059e+03,1.316181981441754715e+03
2.130817610062893053e+00,1.294451466673078357e+03,1.316182117951191231e+03
2.132285115303983236e+00,1.294451607961845639e+03,1.316182253480475993e+03
2.133752620545073420e+00,1.294451748236149342e+03,1.316182388036646216e+03
2.135220125786163603e+00,1.294451887503273383e+03,1.316182521626689322e+03
2.136687631027253786e+00,1.294452025770449609e+03,1.316182654257542481e+03
2.138155136268343526e+00,1.294452163044857343e+03,1.316182785936092387e+03
2.139622641509434153e+00,1.294452299333625206e+03,1.316182916669176848e+03
2.141090146750523893e+00,1.294452434643829747e+03,1.316183046463584333e+03
2.142557651991614076e+00,1.294452568982497269e+03,1.316183175326054879e+03
2.144025157232704704e+00,1.294452702356603595e+03,1.316183303263279640e+03
2.145492662473794443e+00,1.294452834773074073e+03,1.316183430281902247e+03
2.146960167714884626e+00,1.294452966238784938e+03,1.316183556388518355e+03
2.148427672955974810e+00,1.294453096760562403e+03,1.316183681589676326e+03
2.149895178197064993e+00,1.294453226345184248e+03,1.316183805891877228e+03
2.151362683438155177e+00,1.294453354999378917e+03,1.316183929301575745e+03
2.152830188679245360e+00,1.294453482729827556e+03,1.316184051825180404e+03
2.154297693920335544e+00,1.294453609543162429e+03,1.316184173469053349e+03
2.155765199161425283e+00,1.294453735445968050e+03,1.316184294239511019e+03
2.157232704402515910e+00,1.294453860444782777e+03,1.316184414142824835e+03
2.158700209643605650e+00,1.294453984546096990e+03,1.316184533185220971e+03
2.160167714884695833e+00,1.294454107756354688e+03,1.316184651372880808e+03
2.161635220125786461e+00,1.294454230081953938e+03,1.316184768711941615e+03
2.163102725366876200e+00,1.294454351529246424e+03,1.316184885208496326e+03
2.164570230607966383e+00,1.294454472104538809e+03,1.316185000868594216e+03
2.166037735849056567e+00,1.294454591814091827e+03,1.316185115698241361e+03
2.167505241090146750e+00,1.294454710664121649e+03,1.316185229703400410e+03
2.168972746331236490e+00,1.294454828660799876e+03,1.316185342889991034e+03
2.170440251572327117e+00,1.294454945810253321e+03,1.316185455263891072e+03
2.171907756813417301e+00,1.294455062118565365e+03,1.316185566830935386e+03
2.173375262054507040e+00,1.294455177591775282e+03,1.316185677596917458e+03
2.174842767295597667e+00,1.294455292235879142e+03,1.316185787567589159e+03
2.176310272536687407e+00,1.294455406056830043e+03,1.316185896748660753e+03
2.177777777777778034e+00,1.294455519060538563e+03,1.316186005145801573e+03
2.179245283018867774e+00,1.294455631252872536e+03,1.316186112764640484e+03
2.180712788259957957e+00,1.294455742639657046e+03,1.316186219610765647e+03
2.182180293501048585e+00,1.294455853226676481e+03,1.316186325689725436e+03
2.183647798742138324e+00,1.294455963019673163e+03,1.316186431007027977e+03
2.185115303983228507e+00,1.294456072024348487e+03,1.316186535568142290e+03
2.186582809224318691e+00,1.294456180246362010e+03,1.316186639378497830e+03
2.188050314465408874e+00,1.294456287691333955e+03,1.316186742443484945e+03
2.189517819706499058e+00,1.294456394364843391e+03,1.316186844768455785e+03
2.190985324947589241e+00,1.294456500272429139e+03,1.316186946358723617e+03
2.192452830188679425e+00,1.294456605419590687e+03,1.316187047219563283e+03
2.193920335429769164e+00,1.294456709811788187e+03,1.316187147356213018e+03
2.195387840670859791e+00,1.294456813454442226e+03,1.316187246773871721e+03
2.196855345911949531e+00,1.294456916352934741e+03,1.316187345477702593e+03
2.198322851153039714e+00,1.294457018512608329e+03,1.316187443472830637e+03
2.199790356394130342e+00,1.294457119938768301e+03,1.316187540764344249e+03
2.201257861635220081e+00,1.294457220636681313e+03,1.316187637357295671e+03
2.202725366876310265e+00,1.294457320611575597e+03,1.316187733256700767e+03
2.204192872117400448e+00,1.294457419868643228e+03,1.316187828467539020e+03
2.205660377358490631e+00,1.294457518413037860e+03,1.316187922994754445e+03
2.207127882599580371e+00,1.294457616249876992e+03,1.316188016843255809e+03
2.208595387840670998e+00,1.294457713384240151e+03,1.316188110017915960e+03
2.210062893081761182e+00,1.294457809821171622e+03,1.316188202523573864e+03
2.211530398322850921e+00,1.294457905565679312e+03,1.316188294365032107e+03
2.212997903563941549e+00,1.294458000622734517e+03,1.316188385547060307e+03
2.214465408805031288e+00,1.294458094997273065e+03,1.316188476074393066e+03
2.215932914046121471e+00,1.294458188694195769e+03,1.316188565951731334e+03
2.217400419287211655e+00,1.294458281718367289e+03,1.316188655183741957e+03
2.218867924528301838e+00,1.294458374074619087e+03,1.316188743775058356e+03
2.220335429769392022e+00,1.294458465767746247e+03,1.316188831730281208e+03
2.221802935010482205e+00,1.294458556802510202e+03,1.316188919053977315e+03
2.223270440251572388e+00,1.294458647183638050e+03,1.316189005750681417e+03
2.224737945492662128e+00,1.294458736915822783e+03,1.316189091824895286e+03
2.226205450733752755e+00,1.294458826003723971e+03,1.316189177281088178e+03
2.227672955974842939e+00,1.294458914451967757e+03,1.316189262123697972e+03
2.229140461215932678e+00,1.294459002265146637e+03,1.316189346357130034e+03
2.230607966457023306e+00,1.294459089447820588e+03,1.316189429985758352e+03
2.232075471698113045e+00,1.294459176004516848e+03,1.316189513013925762e+03
2.233542976939203228e+00,1.294459261939729458e+03,1.316189595445943269e+03
2.235010482180293412e+00,1.294459347257921308e+03,1.316189677286091410e+03
2.236477987421383595e+00,1.294459431963522320e+03,1.316189758538620026e+03
2.237945492662473779e+00,1.294459516060931264e+03,1.316189839207747809e+03
2.239412997903563962e+00,1.294459599554514398e+03,1.316189919297664346e+03
2.240880503144654146e+00,1.294459682448607964e+03,1.316189998812527847e+03
2.242348008385743885e+00,1.294459764747515464e+03,1.316190077756467645e+03
2.243815513626834512e+00,1.294459846455511297e+03,1.316190156133582832e+03
2.245283018867924696e+00,1.294459927576837799e+03,1.316190233947943170e+03
2.246750524109014435e+00,1.294460008115707296e+03,1.316190311203589545e+03
2.248218029350105063e+00,1.294460088076301872e+03,1.316190387904533509e+03
2.249685534591194802e+00,1.294460167462773597e+03,1.316190464054757740e+03
2.251153039832284986e+00,1.294460246279244757e+03,1.316190539658216721e+03
2.252620545073375169e+00,1.294460324529808076e+03,1.316190614718836059e+03
2.254088050314465352e+00,1.294460402218526497e+03,1.316190689240513620e+03
2.255555555555555536e+00,1.294460479349434763e+03,1.316190763227118850e+03
2.257023060796645719e+00,1.294460555926537154e+03,1.316190836682493682e+03
2.258490566037735903e+00,1.294460631953810662e+03,1.316190909610452536e+03
2.259958071278826086e+00,1.294460707435202721e+03,1.316190982014782094e+03
2.261425576519916270e+00,1.294460782374633027e+03,1.316191053899242206e+03
2.262893081761006009e+00,1.294460856775993079e+03,1.316191125267565440e+03
2.264360587002096636e+00,1.294460930643145730e+03,1.316191196123457985e+03
2.265828092243186820e+00,1.294461003979926772e+03,1.316191266470599203e+03
2.267295597484276559e+00,1.294461076790144716e+03,1.316191336312641397e+03
2.268763102725367187e+00,1.294461149077580103e+03,1.316191405653211859e+03
2.270230607966456926e+00,1.294461220845986418e+03,1.316191474495910825e+03
2.271698113207547109e+00,1.294461292099090315e+03,1.316191542844313290e+03
2.273165618448637293e+00,1.294461362840591846e+03,1.316191610701968102e+03
